age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
33,blue-collar,married,secondary,no,5756,no,no,cellular,28,jun,348,15,43,4,other,no
74,services,single,secondary,no,-53,yes,no,cellular,21,may,31,25,-1,0,unknown,no
92,unknown,single,tertiary,no,184,yes,no,cellular,17,jul,87,5,-1,0,unknown,no
29,services,married,secondary,no,7531,no,no,cellular,24,may,335,17,169,7,success,yes
91,management,married,tertiary,no,5481,no,yes,cellular,16,nov,59,9,320,1,failure,no
33,blue-collar,single,tertiary,no,598,no,no,cellular,19,aug,236,26,-1,0,unknown,no
89,entrepreneur,single,secondary,no,4862,yes,no,unknown,26,apr,153,13,-1,0,unknown,no
93,management,married,secondary,no,2164,no,no,cellular,27,nov,58,7,-1,0,unknown,no
41,management,married,secondary,no,1470,no,no,cellular,26,nov,565,16,187,6,failure,no
45,unknown,married,primary,no,8871,no,no,unknown,15,may,147,8,85,1,other,no
25,admin.,married,secondary,no,4646,no,no,cellular,18,jul,235,18,-1,0,unknown,no
53,self-employed,married,primary,no,7082,yes,no,cellular,29,apr,75,5,327,3,other,no
25,technician,married,tertiary,no,-1764,no,yes,cellular,6,apr,109,13,-1,0,unknown,no
75,unemployed,married,tertiary,no,6814,yes,no,unknown,4,jun,12,24,-1,0,unknown,no
77,blue-collar,married,secondary,no,952,no,no,cellular,4,mar,170,23,-1,0,unknown,no
67,services,divorced,tertiary,no,914,no,no,telephone,30,sep,109,7,-1,0,unknown,no
45,student,single,tertiary,no,2591,no,no,cellular,13,nov,103,20,194,7,failure,no
58,admin.,married,tertiary,no,2959,yes,no,cellular,9,apr,569,13,81,5,failure,yes
81,technician,married,tertiary,no,4587,yes,no,cellular,10,mar,313,2,-1,0,unknown,no
44,retired,married,tertiary,no,4072,yes,no,unknown,14,may,157,26,-1,0,unknown,no
80,services,married,primary,no,-537,yes,no,cellular,28,nov,56,19,-1,0,unknown,no
34,blue-collar,divorced,secondary,no,-1567,yes,no,cellular,8,aug,934,14,-1,0,unknown,yes
90,admin.,married,primary,no,848,no,no,unknown,3,jul,20,14,244,8,other,no
50,admin.,divorced,secondary,no,1381,yes,yes,unknown,9,aug,37,9,-1,0,unknown,no
94,admin.,married,primary,no,1689,yes,no,cellular,29,may,81,4,-1,0,unknown,no
46,technician,single,primary,no,5522,no,yes,cellular,1,may,797,17,-1,0,unknown,yes
30,management,married,secondary,no,1975,no,yes,unknown,15,may,84,26,-1,0,unknown,no
63,blue-collar,married,tertiary,no,9333,yes,no,cellular,15,jul,174,20,-1,0,unknown,no
52,self-employed,married,tertiary,no,5759,yes,no,cellular,28,jul,369,29,-1,0,unknown,yes
23,housemaid,single,secondary,no,517,yes,no,unknown,30,may,683,16,-1,0,unknown,no
86,technician,single,secondary,no,-3904,yes,no,cellular,7,jun,239,24,-1,0,unknown,no
64,management,single,secondary,no,8586,no,no,cellular,15,aug,125,8,-1,0,unknown,no
42,technician,single,primary,no,574,no,no,cellular,7,may,1092,26,-1,0,unknown,yes
83,technician,single,primary,no,4208,no,no,cellular,13,apr,6,15,-1,0,unknown,no
27,management,married,tertiary,no,-579,no,no,unknown,12,may,460,26,-1,0,unknown,no
73,admin.,married,tertiary,no,6217,no,no,unknown,18,may,83,18,95,4,other,no
47,technician,single,tertiary,no,3965,no,no,cellular,7,jul,438,10,-1,0,unknown,no
22,unknown,single,secondary,no,-1839,no,no,unknown,7,apr,45,4,-1,0,unknown,no
50,management,single,secondary,no,-4442,yes,no,cellular,15,oct,109,7,399,2,failure,no
82,management,married,tertiary,no,1988,yes,yes,cellular,9,apr,14,24,-1,0,unknown,no
35,admin.,married,primary,no,2913,yes,no,unknown,6,jul,57,17,-1,0,unknown,no
66,technician,divorced,tertiary,no,3710,no,yes,cellular,26,nov,238,8,-1,0,unknown,no
28,student,married,tertiary,no,-911,no,no,cellular,27,apr,369,1,-1,0,unknown,no
43,technician,married,tertiary,no,-509,yes,no,unknown,26,may,624,22,-1,0,unknown,no
80,management,single,secondary,no,-4247,no,no,cellular,9,may,32,21,-1,0,unknown,no
76,admin.,divorced,tertiary,no,-234,yes,no,telephone,19,may,39,10,-1,0,unknown,no
44,management,married,secondary,no,-3471,no,no,unknown,24,jul,720,15,-1,0,unknown,no
66,admin.,single,secondary,no,-715,yes,yes,unknown,20,may,374,23,-1,0,unknown,no
94,entrepreneur,divorced,tertiary,no,2406,yes,no,telephone,30,feb,200,6,295,6,success,no
50,entrepreneur,divorced,tertiary,no,2363,yes,no,cellular,16,nov,167,10,-1,0,unknown,no
18,unemployed,divorced,secondary,no,-600,yes,no,cellular,16,aug,44,1,-1,0,unknown,no
38,technician,married,tertiary,no,2238,yes,no,cellular,27,may,123,6,170,6,other,no
72,housemaid,married,tertiary,no,5856,no,no,cellular,1,jun,120,13,-1,0,unknown,no
23,retired,married,tertiary,no,587,yes,yes,cellular,23,apr,269,3,-1,0,unknown,no
86,services,married,primary,no,-2415,no,no,cellular,13,feb,235,12,28,5,failure,no
22,blue-collar,married,secondary,no,3778,yes,yes,cellular,19,mar,15,15,-1,0,unknown,no
20,admin.,married,unknown,no,4698,yes,no,cellular,4,aug,486,22,-1,0,unknown,no
70,technician,married,tertiary,no,-667,no,no,cellular,19,jun,715,7,-1,0,unknown,yes
40,blue-collar,married,tertiary,no,-645,yes,no,telephone,22,sep,390,6,-1,0,unknown,no
70,technician,married,tertiary,no,-4527,no,no,cellular,10,may,50,9,-1,0,unknown,no
54,blue-collar,single,secondary,no,39,yes,no,unknown,13,aug,48,16,-1,0,unknown,no
91,services,married,secondary,no,-1346,yes,no,unknown,1,apr,334,12,-1,0,unknown,no
91,housemaid,married,tertiary,no,-3146,yes,no,cellular,13,jul,149,9,-1,0,unknown,no
34,unknown,married,tertiary,no,327,yes,no,cellular,10,may,389,8,-1,0,unknown,no
90,self-employed,married,tertiary,no,1407,yes,no,unknown,15,may,20,5,-1,0,unknown,no
18,technician,divorced,secondary,no,858,no,no,cellular,29,aug,325,26,-1,0,unknown,no
68,technician,married,secondary,no,450,no,no,cellular,15,mar,142,3,-1,0,unknown,no
62,management,married,secondary,no,5995,yes,no,cellular,7,nov,8,4,-1,0,unknown,no
94,admin.,married,tertiary,no,2344,no,yes,cellular,26,aug,203,11,392,2,failure,no
21,admin.,married,secondary,no,3374,yes,yes,cellular,14,may,309,10,-1,0,unknown,no
79,retired,married,tertiary,no,6853,no,yes,unknown,8,dec,193,8,-1,0,unknown,no
82,retired,married,secondary,no,4382,no,no,cellular,19,may,33,9,-1,0,unknown,no
49,unknown,married,tertiary,no,601,yes,no,unknown,25,may,436,13,-1,0,unknown,no
51,technician,single,secondary,no,-4137,no,no,cellular,18,oct,98,24,-1,0,unknown,no
89,technician,single,secondary,no,308,yes,no,cellular,15,dec,656,26,342,7,other,no
56,admin.,married,tertiary,no,5788,yes,yes,unknown,26,may,612,19,332,2,failure,yes
43,self-employed,married,tertiary,no,4361,no,no,cellular,27,aug,57,23,-1,0,unknown,no
51,unemployed,married,secondary,no,319,no,no,cellular,26,may,166,11,-1,0,unknown,no
71,entrepreneur,married,primary,no,1184,no,no,telephone,9,aug,38,24,109,5,failure,no
20,self-employed,married,secondary,no,1805,yes,no,cellular,12,apr,292,3,-1,0,unknown,no
67,retired,single,secondary,no,-425,no,yes,unknown,21,may,492,1,-1,0,unknown,no
29,management,married,secondary,no,-246,yes,yes,cellular,22,apr,269,23,-1,0,unknown,no
82,services,single,secondary,no,-524,yes,no,cellular,14,jun,77,14,-1,0,unknown,no
71,retired,married,secondary,no,2899,yes,no,telephone,2,aug,20,19,-1,0,unknown,no
22,management,divorced,secondary,no,-1745,yes,no,cellular,5,may,18,1,127,3,failure,no
74,management,single,tertiary,no,5747,yes,no,cellular,22,jul,243,23,-1,0,unknown,no
34,unknown,single,secondary,no,1403,no,yes,telephone,5,jul,790,27,-1,0,unknown,yes
64,unknown,married,tertiary,no,-1895,yes,no,cellular,14,may,306,12,-1,0,unknown,no
40,entrepreneur,single,secondary,no,4500,no,no,unknown,4,jun,338,14,-1,0,unknown,no
31,blue-collar,single,secondary,no,5922,yes,no,cellular,24,apr,103,15,-1,0,unknown,no
83,blue-collar,single,secondary,no,10845,no,no,unknown,2,jun,227,7,-1,0,unknown,no
92,technician,married,tertiary,no,5534,yes,no,cellular,1,jun,98,4,-1,0,unknown,no
68,admin.,single,tertiary,no,-1203,no,no,cellular,2,feb,598,14,-1,0,unknown,no
55,blue-collar,married,primary,no,2052,no,no,unknown,13,jun,36,18,-1,0,unknown,no
81,blue-collar,married,secondary,no,9008,no,no,cellular,27,aug,257,16,58,3,failure,no
55,admin.,single,tertiary,no,-912,yes,no,cellular,20,jun,338,26,95,2,failure,no
67,unknown,married,tertiary,no,-2387,yes,yes,unknown,17,jul,309,14,-1,0,unknown,no
47,admin.,married,secondary,no,252,no,no,unknown,25,jul,76,21,-1,0,unknown,no
68,technician,married,secondary,no,-1622,yes,no,cellular,13,aug,171,11,-1,0,unknown,no
80,blue-collar,single,secondary,no,-400,no,no,cellular,17,jun,280,27,-1,0,unknown,no
69,technician,married,tertiary,no,-561,yes,no,cellular,5,may,689,25,-1,0,unknown,yes
55,admin.,married,secondary,no,3570,yes,no,unknown,24,aug,178,6,-1,0,unknown,no
47,services,married,tertiary,no,-2467,yes,no,unknown,25,apr,92,15,282,8,other,no
68,unemployed,single,tertiary,no,1814,yes,no,cellular,25,may,126,10,114,4,failure,no
22,management,married,tertiary,no,-872,no,no,cellular,8,jul,201,12,-1,0,unknown,no
46,blue-collar,single,secondary,no,3071,yes,no,cellular,22,sep,966,9,-1,0,unknown,yes
21,retired,married,tertiary,no,3398,no,no,cellular,22,apr,255,28,18,7,failure,no
27,admin.,single,secondary,no,4099,yes,no,unknown,29,apr,43,17,-1,0,unknown,no
73,unknown,divorced,secondary,no,4099,yes,no,cellular,12,may,477,18,-1,0,unknown,no
34,admin.,married,tertiary,no,-441,yes,no,cellular,9,may,51,11,-1,0,unknown,no
91,unknown,married,secondary,no,1408,yes,no,unknown,18,sep,10,6,-1,0,unknown,no
34,retired,single,secondary,no,5830,no,no,cellular,16,nov,27,19,244,3,other,no
86,unknown,married,secondary,yes,2747,no,no,cellular,19,feb,397,2,-1,0,unknown,no
51,admin.,married,secondary,no,4084,no,no,cellular,22,feb,599,22,-1,0,unknown,no
23,management,single,secondary,no,-2229,yes,no,cellular,8,sep,80,23,386,8,failure,no
70,technician,divorced,secondary,no,4282,no,no,cellular,7,may,177,20,-1,0,unknown,no
83,admin.,married,tertiary,no,-4236,no,no,cellular,24,may,234,13,-1,0,unknown,no
94,blue-collar,married,secondary,no,-3165,yes,no,cellular,21,may,139,29,-1,0,unknown,no
60,technician,married,unknown,no,-1276,no,yes,cellular,9,may,17,26,-1,0,unknown,no
92,retired,married,secondary,no,2698,no,yes,cellular,22,may,15,9,340,5,failure,no
40,admin.,single,secondary,no,3212,no,no,unknown,12,may,149,27,-1,0,unknown,no
72,services,single,secondary,no,-1020,no,no,cellular,14,jul,412,12,109,3,other,no
92,unemployed,single,secondary,no,-4352,no,no,unknown,10,jul,22,16,324,1,failure,no
33,management,married,primary,no,4282,no,no,cellular,16,jul,59,29,-1,0,unknown,no
25,blue-collar,married,tertiary,no,3184,no,yes,unknown,29,sep,81,19,31,9,success,no
21,blue-collar,married,secondary,no,2705,yes,no,cellular,2,sep,211,2,-1,0,unknown,no
21,housemaid,married,tertiary,no,7201,no,yes,cellular,6,may,11,16,275,5,failure,no
73,services,single,secondary,yes,1872,yes,no,cellular,11,jul,507,27,-1,0,unknown,no
42,blue-collar,married,unknown,no,-1553,no,yes,cellular,4,aug,164,5,-1,0,unknown,no
84,unknown,single,primary,no,5408,yes,no,unknown,5,sep,171,28,-1,0,unknown,no
84,blue-collar,single,tertiary,no,199,yes,no,unknown,5,may,101,25,350,4,failure,no
44,management,divorced,secondary,no,1106,no,no,telephone,17,jun,61,17,-1,0,unknown,no
49,blue-collar,single,secondary,no,-187,no,no,unknown,26,jul,116,6,-1,0,unknown,no
67,blue-collar,single,secondary,no,-1075,yes,no,cellular,5,aug,631,24,-1,0,unknown,no
78,blue-collar,married,secondary,no,157,yes,no,telephone,26,may,25,7,-1,0,unknown,no
68,admin.,married,secondary,no,5983,no,no,cellular,11,may,16,6,-1,0,unknown,no
36,technician,married,primary,no,-1777,yes,no,cellular,9,aug,31,3,-1,0,unknown,no
38,entrepreneur,married,secondary,no,4630,yes,no,cellular,15,may,387,25,-1,0,unknown,no
22,technician,single,tertiary,no,-4125,no,no,cellular,24,jan,12,21,-1,0,unknown,no
59,blue-collar,single,tertiary,no,6224,no,no,cellular,24,nov,104,15,-1,0,unknown,no
78,services,married,primary,no,6539,no,yes,unknown,3,may,142,28,36,2,success,no
39,retired,married,secondary,no,-1649,no,no,cellular,16,may,182,16,-1,0,unknown,no
38,admin.,married,secondary,no,1658,no,yes,unknown,9,aug,0,17,-1,0,unknown,no
87,technician,single,tertiary,no,3353,no,no,cellular,25,may,172,9,-1,0,unknown,no
18,unknown,single,primary,no,-390,no,yes,cellular,26,may,55,26,-1,0,unknown,no
22,self-employed,single,primary,no,7070,yes,no,cellular,23,jul,26,9,-1,0,unknown,no
29,blue-collar,married,tertiary,no,1486,yes,no,unknown,6,mar,196,17,-1,0,unknown,no
63,management,married,secondary,no,-138,no,no,cellular,9,may,351,29,91,8,failure,no
51,blue-collar,single,secondary,no,1658,yes,no,cellular,27,mar,704,7,-1,0,unknown,yes
66,blue-collar,single,secondary,no,-786,yes,no,cellular,22,may,628,25,377,7,other,no
62,retired,married,tertiary,no,1484,no,no,unknown,19,sep,131,2,-1,0,unknown,no
44,admin.,single,tertiary,no,72,no,no,unknown,6,nov,314,26,-1,0,unknown,no
90,blue-collar,married,tertiary,no,-915,yes,yes,unknown,11,may,306,6,-1,0,unknown,no
43,unemployed,single,primary,no,3814,no,no,unknown,2,may,137,10,-1,0,unknown,no
64,unknown,single,tertiary,no,-3655,no,no,unknown,18,may,26,17,-1,0,unknown,no
73,admin.,single,secondary,no,6710,yes,no,cellular,28,may,124,14,-1,0,unknown,no
80,blue-collar,married,secondary,no,2113,no,no,unknown,7,aug,1257,3,-1,0,unknown,yes
65,retired,married,primary,no,6963,yes,no,unknown,24,sep,208,27,-1,0,unknown,no
78,management,single,secondary,no,4308,yes,no,unknown,23,mar,107,16,-1,0,unknown,no
43,admin.,single,secondary,no,-2608,no,no,cellular,21,may,351,16,-1,0,unknown,no
53,management,married,secondary,no,1634,no,no,cellular,4,may,299,5,-1,0,unknown,no
18,services,single,secondary,no,-3963,yes,no,cellular,24,aug,223,16,-1,0,unknown,no
25,services,married,secondary,no,-1288,yes,yes,cellular,28,jun,261,23,299,8,other,no
69,blue-collar,divorced,primary,no,1011,no,no,cellular,25,may,226,27,-1,0,unknown,no
64,blue-collar,single,unknown,no,-693,yes,yes,unknown,7,nov,807,5,-1,0,unknown,no
73,retired,married,unknown,no,-7,yes,no,cellular,17,nov,183,24,-1,0,unknown,no
31,unknown,married,secondary,no,-579,yes,no,cellular,4,jun,230,5,-1,0,unknown,no
45,services,married,primary,no,8109,no,yes,cellular,13,apr,164,6,5,8,other,no
19,technician,married,unknown,no,1778,no,no,cellular,20,may,236,18,-1,0,unknown,no
43,blue-collar,married,primary,no,3292,no,no,unknown,26,apr,571,12,210,3,other,no
31,technician,single,tertiary,no,1266,yes,no,unknown,19,jul,107,21,-1,0,unknown,no
76,services,single,tertiary,no,2434,yes,no,cellular,4,jul,176,7,-1,0,unknown,no
73,technician,married,secondary,no,-4744,no,yes,cellular,25,jul,153,17,-1,0,unknown,no
24,admin.,married,primary,no,6434,no,no,cellular,13,apr,130,10,-1,0,unknown,no
20,entrepreneur,married,secondary,no,-743,yes,no,cellular,1,aug,443,9,-1,0,unknown,no
40,technician,married,secondary,no,4859,yes,no,unknown,2,jul,68,9,-1,0,unknown,no
35,management,married,unknown,no,4976,yes,no,unknown,7,apr,178,24,-1,0,unknown,no
55,admin.,single,secondary,no,-3972,no,no,unknown,30,aug,667,11,-1,0,unknown,no
32,blue-collar,divorced,secondary,no,1590,yes,no,cellular,25,dec,45,25,-1,0,unknown,no
81,services,married,unknown,no,2637,no,no,cellular,23,jun,1,14,-1,0,unknown,no
45,blue-collar,single,unknown,no,1751,yes,no,cellular,30,apr,79,5,-1,0,unknown,no
91,management,divorced,secondary,no,1419,yes,no,unknown,17,apr,659,7,-1,0,unknown,no
56,technician,married,primary,no,114,yes,no,cellular,29,feb,23,17,-1,0,unknown,no
74,management,single,secondary,no,-719,yes,no,cellular,7,aug,38,23,-1,0,unknown,no
34,technician,single,secondary,no,4596,no,no,unknown,22,aug,99,9,-1,0,unknown,no
61,management,married,secondary,no,2615,no,no,cellular,13,jul,378,19,-1,0,unknown,no
42,services,married,secondary,no,1977,yes,no,cellular,17,aug,358,25,-1,0,unknown,no
34,self-employed,single,secondary,no,-3381,no,no,cellular,1,dec,23,21,-1,0,unknown,no
30,admin.,single,secondary,no,651,no,yes,unknown,28,may,700,13,210,8,other,no
42,blue-collar,married,primary,no,1254,yes,no,cellular,2,aug,70,9,304,8,other,no
85,technician,married,tertiary,no,3944,yes,no,unknown,6,may,84,13,220,9,other,no
27,services,married,primary,no,-3808,yes,no,cellular,12,may,126,14,190,3,other,no
84,management,single,tertiary,no,-1865,yes,no,cellular,13,sep,259,8,-1,0,unknown,no
35,self-employed,married,secondary,no,6818,yes,yes,unknown,20,jul,190,14,114,8,failure,no
51,technician,single,primary,no,-970,yes,no,cellular,20,apr,681,13,-1,0,unknown,no
25,admin.,married,primary,no,-4132,yes,no,cellular,22,may,214,27,-1,0,unknown,no
57,services,married,secondary,no,-672,no,no,unknown,9,aug,501,23,326,2,success,no
59,admin.,married,secondary,no,-959,yes,yes,cellular,17,nov,21,10,-1,0,unknown,no
58,admin.,married,tertiary,no,3375,yes,yes,cellular,30,jul,499,22,368,9,failure,no
23,retired,married,tertiary,no,3338,no,no,cellular,18,may,56,2,-1,0,unknown,no
69,admin.,married,primary,no,-1486,yes,no,unknown,8,may,116,12,-1,0,unknown,no
43,admin.,married,secondary,no,285,yes,no,unknown,8,may,99,16,-1,0,unknown,no
81,blue-collar,married,secondary,no,3032,yes,no,unknown,27,jul,106,7,-1,0,unknown,no
76,services,married,tertiary,no,3133,no,yes,unknown,11,jan,647,2,387,1,other,no
73,admin.,married,tertiary,no,-1681,yes,no,unknown,22,may,150,16,54,6,other,no
76,technician,single,secondary,no,-1350,no,no,cellular,22,jul,80,22,-1,0,unknown,no
87,blue-collar,single,secondary,no,7770,no,no,cellular,28,jul,89,6,-1,0,unknown,no
50,technician,divorced,tertiary,no,642,no,no,unknown,8,jul,419,16,-1,0,unknown,no
70,management,married,tertiary,no,5902,no,no,unknown,18,nov,199,25,-1,0,unknown,no
39,admin.,married,secondary,no,2107,yes,no,cellular,18,jul,154,13,-1,0,unknown,no
38,retired,married,secondary,no,4707,yes,yes,cellular,13,may,674,10,-1,0,unknown,yes
87,services,married,primary,no,3297,yes,no,cellular,1,aug,686,27,-1,0,unknown,no
87,blue-collar,single,unknown,no,1934,yes,yes,telephone,15,may,364,20,-1,0,unknown,no
21,entrepreneur,married,secondary,no,1899,no,no,unknown,22,may,188,9,-1,0,unknown,no
92,blue-collar,married,secondary,no,-2300,no,no,unknown,6,jul,31,2,-1,0,unknown,no
79,technician,married,primary,no,921,yes,no,unknown,30,may,317,21,-1,0,unknown,no
79,technician,divorced,secondary,no,-144,no,no,unknown,6,may,435,16,-1,0,unknown,no
41,services,divorced,tertiary,no,438,no,no,telephone,13,aug,492,3,-1,0,unknown,yes
72,technician,married,tertiary,no,313,no,yes,cellular,27,dec,224,22,246,2,other,no
26,technician,married,secondary,no,1909,no,no,cellular,2,jul,247,2,-1,0,unknown,no
20,entrepreneur,single,tertiary,no,3335,yes,no,unknown,23,may,318,29,208,4,other,no
48,services,divorced,tertiary,no,1009,yes,no,cellular,19,apr,534,10,-1,0,unknown,no
57,management,married,tertiary,no,4286,yes,yes,cellular,17,may,11,25,-1,0,unknown,no
53,blue-collar,married,secondary,no,175,yes,no,cellular,1,feb,213,20,-1,0,unknown,no
41,retired,divorced,unknown,no,1682,yes,no,cellular,14,jun,118,23,181,8,success,no
23,admin.,single,secondary,no,8992,no,no,cellular,16,jul,462,5,-1,0,unknown,no
83,housemaid,married,tertiary,no,-2182,no,yes,unknown,15,jun,37,8,-1,0,unknown,no
92,technician,married,primary,no,157,no,no,unknown,9,sep,620,12,281,5,failure,no
21,blue-collar,divorced,secondary,no,-4021,no,no,unknown,19,jun,34,4,-1,0,unknown,no
23,unemployed,single,tertiary,no,2107,yes,no,cellular,8,jun,24,14,155,7,failure,no
68,blue-collar,single,unknown,no,1471,yes,no,unknown,15,may,109,23,356,8,failure,no
79,retired,single,secondary,no,1799,no,no,cellular,10,aug,1353,27,-1,0,unknown,yes
74,admin.,married,secondary,no,-1312,yes,yes,cellular,23,nov,259,15,-1,0,unknown,no
83,services,single,primary,no,-863,no,no,cellular,29,nov,6,21,-1,0,unknown,no
92,blue-collar,married,secondary,no,1584,yes,no,cellular,2,dec,73,3,142,5,failure,no
25,services,divorced,secondary,no,-2786,no,no,cellular,18,dec,41,24,-1,0,unknown,no
43,student,married,primary,no,4066,no,no,cellular,20,aug,0,22,-1,0,unknown,no
68,services,single,primary,no,-2750,no,no,telephone,2,jul,186,15,-1,0,unknown,no
62,technician,married,unknown,no,969,yes,no,cellular,21,may,123,4,-1,0,unknown,no
61,technician,married,secondary,no,114,yes,no,cellular,12,aug,245,15,-1,0,unknown,no
22,services,married,secondary,no,-78,yes,no,cellular,10,aug,62,25,-1,0,unknown,no
87,retired,single,secondary,no,-3395,yes,no,cellular,12,sep,458,9,-1,0,unknown,no
43,blue-collar,single,tertiary,no,1289,no,no,cellular,7,jun,124,18,114,1,failure,no
85,blue-collar,single,tertiary,no,-2202,no,no,cellular,2,nov,170,26,-1,0,unknown,no
36,entrepreneur,married,secondary,no,1842,yes,no,cellular,25,aug,340,13,-1,0,unknown,no
37,self-employed,married,secondary,no,-856,yes,no,cellular,1,may,46,9,-1,0,unknown,no
29,entrepreneur,divorced,tertiary,no,1271,no,no,cellular,2,may,78,4,-1,0,unknown,no
64,admin.,single,tertiary,no,-4012,yes,no,cellular,23,aug,43,25,-1,0,unknown,no
18,blue-collar,single,secondary,yes,4158,yes,no,cellular,28,may,377,13,-1,0,unknown,no
31,technician,single,primary,no,4711,yes,no,cellular,21,may,26,10,-1,0,unknown,no
81,technician,single,secondary,no,-234,yes,no,unknown,17,may,173,8,-1,0,unknown,no
55,blue-collar,married,tertiary,no,9826,yes,no,cellular,20,may,357,14,122,9,other,no
54,services,single,primary,no,3704,yes,no,unknown,8,nov,182,16,-1,0,unknown,no
28,admin.,single,tertiary,no,647,no,no,cellular,21,apr,183,26,-1,0,unknown,no
94,technician,single,secondary,no,-50,no,no,cellular,12,may,16,19,-1,0,unknown,no
20,admin.,single,secondary,no,-922,yes,no,unknown,2,jul,394,26,-1,0,unknown,no
50,self-employed,married,primary,no,-350,yes,no,cellular,9,sep,239,7,-1,0,unknown,no
23,admin.,married,secondary,no,1092,no,no,unknown,17,aug,284,12,-1,0,unknown,no
67,technician,married,tertiary,no,1290,no,no,cellular,17,feb,374,13,34,2,other,no
27,management,married,unknown,no,-2790,yes,no,unknown,10,aug,212,15,-1,0,unknown,no
22,services,single,unknown,no,5486,yes,no,unknown,13,jul,183,15,-1,0,unknown,no
40,self-employed,single,tertiary,no,3782,yes,no,cellular,5,may,280,18,-1,0,unknown,no
27,admin.,married,primary,no,6963,yes,no,unknown,14,jul,594,2,-1,0,unknown,no
61,management,married,unknown,no,2525,no,no,cellular,14,aug,262,14,-1,0,unknown,no
19,blue-collar,divorced,secondary,no,4562,yes,no,unknown,15,jul,400,20,133,4,failure,no
30,unknown,single,secondary,no,-2328,no,no,cellular,25,dec,168,26,-1,0,unknown,no
57,blue-collar,married,secondary,no,3228,yes,no,cellular,22,jun,229,7,192,8,failure,no
19,entrepreneur,single,secondary,no,-3952,no,no,cellular,5,jul,51,20,-1,0,unknown,no
82,admin.,married,primary,no,-1492,yes,no,cellular,22,apr,172,2,-1,0,unknown,no
80,services,married,tertiary,no,8941,yes,no,cellular,6,aug,41,28,-1,0,unknown,no
90,services,married,primary,no,372,no,no,cellular,9,jul,162,2,-1,0,unknown,no
34,self-employed,married,tertiary,no,1364,no,no,unknown,29,jul,17,5,84,5,failure,no
26,technician,married,tertiary,no,3527,no,no,cellular,9,aug,221,3,-1,0,unknown,no
92,technician,divorced,tertiary,no,1305,no,no,cellular,21,jul,87,3,-1,0,unknown,no
32,services,single,secondary,no,-1642,yes,no,cellular,4,aug,475,1,-1,0,unknown,no
41,admin.,married,primary,yes,-1568,yes,no,unknown,1,jul,121,19,92,1,failure,no
55,technician,married,secondary,no,3826,no,no,cellular,22,jul,644,20,291,7,failure,yes
52,unknown,married,tertiary,no,2316,no,no,telephone,23,may,165,12,-1,0,unknown,no
66,management,single,secondary,no,3931,yes,yes,cellular,23,jun,487,22,-1,0,unknown,no
86,blue-collar,single,primary,no,3184,no,no,cellular,15,jul,91,27,-1,0,unknown,no
79,blue-collar,married,primary,no,1603,no,no,unknown,14,jul,154,6,-1,0,unknown,no
77,services,married,tertiary,no,1461,no,no,cellular,1,jun,259,28,-1,0,unknown,no
67,technician,single,tertiary,no,1712,yes,no,unknown,6,may,77,21,-1,0,unknown,no
92,technician,married,tertiary,no,330,yes,no,unknown,8,may,276,20,-1,0,unknown,no
26,services,married,secondary,no,365,yes,no,cellular,3,aug,87,6,-1,0,unknown,no
51,blue-collar,single,secondary,no,2927,yes,no,unknown,17,jul,170,13,-1,0,unknown,no
93,management,married,tertiary,no,5744,yes,no,cellular,29,may,6,29,-1,0,unknown,no
52,admin.,married,secondary,no,-3605,yes,no,cellular,23,jun,21,21,-1,0,unknown,no
18,retired,married,secondary,no,8584,yes,no,cellular,20,may,66,10,-1,0,unknown,no
57,unknown,married,secondary,no,3499,yes,no,cellular,28,may,423,1,-1,0,unknown,no
81,entrepreneur,divorced,secondary,no,2728,yes,no,cellular,5,may,278,16,-1,0,unknown,no
39,entrepreneur,divorced,secondary,no,-1602,yes,yes,cellular,18,may,577,14,-1,0,unknown,no
77,entrepreneur,divorced,secondary,no,-713,yes,no,unknown,7,apr,606,28,-1,0,unknown,no
81,services,single,secondary,no,3255,yes,no,cellular,30,jun,121,18,-1,0,unknown,no
89,unemployed,married,secondary,no,2174,yes,no,cellular,17,jun,118,14,-1,0,unknown,no
28,technician,single,tertiary,no,-2453,no,no,cellular,15,aug,466,25,-1,0,unknown,no
31,blue-collar,divorced,unknown,no,-1164,no,no,unknown,20,jul,143,10,-1,0,unknown,no
77,blue-collar,married,secondary,no,-797,yes,no,cellular,24,may,502,20,-1,0,unknown,no
47,admin.,married,primary,no,-1053,no,yes,unknown,16,jun,181,22,-1,0,unknown,no
52,unemployed,single,secondary,no,2236,yes,no,telephone,13,jul,142,5,-1,0,unknown,no
54,self-employed,single,tertiary,no,-1650,no,no,cellular,28,nov,84,2,-1,0,unknown,no
22,technician,married,tertiary,no,3758,yes,no,cellular,7,dec,34,17,-1,0,unknown,no
43,entrepreneur,married,tertiary,no,-3033,no,no,cellular,15,aug,192,1,-1,0,unknown,no
79,admin.,single,tertiary,no,4350,yes,no,unknown,23,jul,101,1,-1,0,unknown,no
21,blue-collar,married,secondary,no,10601,yes,no,telephone,23,nov,74,6,-1,0,unknown,no
59,management,single,secondary,no,3758,yes,no,cellular,28,may,47,26,-1,0,unknown,no
35,retired,married,primary,no,-209,no,no,unknown,5,aug,126,7,-1,0,unknown,no
